"Title","Link","Published Date","Description"
"Wer kämpft gegen wen im Wahlkampf?","https://www.derstandard.at/story/3000000202778/wer-kaempft-gegen-wen-im-wahlkampf?ref=rss","Thu Jan 18 06:00:00 CET 2024","ÖVP gegen SPÖ, SPÖ gegen Grüne, alle gegen die Freiheitlichen – das ist nur die halbe Wahrheit. In einem Wahlkampf gelten Kampfregeln, die oft gar nicht so offensichtlich sind. Ein Überblick"
"Hätte die Bierpartei Chancen bei der Nationalratswahl?","https://www.derstandard.at/story/3000000203429/haette-die-bierpartei-chancen-bei-der-nationalratswahl?ref=rss","Wed Jan 17 10:19:20 CET 2024","Nach der Präsidentenwahl wagt Dominik Wlazny alias Marco Pogo vermutlich erneut den Schritt in Richtung Parlament. Umfragen räumen ihm gute Chancen ein"
"Informationsfreiheit: Kritiker sehen ""Verhöhnung"" auf letzten Metern","https://www.derstandard.at/story/3000000203548/informationsfreiheit-kritiker-sehen-verhoehnung-auf-letzten-metern?ref=rss","Wed Jan 17 16:09:54 CET 2024","Aus Sicht mehrerer NGOs hat das bald zu verabschiedende Gesetz Sollbruchstellen, die ein echtes Grundrecht auf Informationen verhindern"
"Wien erhöht Miet- sowie Wohnbeihilfe und erweitert Bezieherkreis","https://www.derstandard.at/story/3000000203633/wien-erhoeht-miet-sowie-wohnbeihilfe-und-erweitert-bezieherkreis?ref=rss","Thu Jan 18 13:45:46 CET 2024","Der 200-Euro-Wohnbonus pro Jahr ist dafür nicht mehr geplant. SPÖ und Neos haben bei ihrer Regierungsklausur auch eine Prämie für den Umbau von Gas- auf E-Herde ab März angekündigt"
"Niederländer starb nach Sturz beim Urinieren neben steirischer A9","https://www.derstandard.at/story/3000000203664/niederlaender-stirbt-nach-sturz-beim-urinieren-neben-steirischer-a9?ref=rss","Thu Jan 18 13:08:13 CET 2024","Der 77-Jährige war über die Leitschiene und ein Geländer geklettert, ausgerutscht und 25 Meter in die Tiefe gestürzt"
"Hinweise auf Tötungsdelikt nach Fund von Leichenteilen im Marchfeldkanal","https://www.derstandard.at/story/3000000203661/hinweise-auf-toetungsdelikt-nach-fund-von-leichenteilen-im-marchfeldkanal?ref=rss","Thu Jan 18 13:06:09 CET 2024","Ein Angler fischte am Samstag Teile einer Männerleiche aus dem Kanal. Seither wurden noch weitere Leichenteile entdeckt"
"Verdächtiger nach Lokalbränden auf Wiener Donauinsel festgenommen","https://www.derstandard.at/story/3000000203671/verdaechtiger-nach-lokal-braenden-auf-wiener-donauinsel-festgenommen?ref=rss","Thu Jan 18 13:56:15 CET 2024","Die Polizei ermittelt gegen einen 46-jährigen Österreicher. Er soll auch für Brände in den Jahren 2022 und 2023 verantwortlich sein"
"567 Kältetote in Österreich in den vergangenen 21 Jahren","https://www.derstandard.at/story/3000000203603/567-kaeltetote-in-oesterreich-in-den-vergangenen-21-jahren?ref=rss","Thu Jan 18 09:10:37 CET 2024","Im Jahr 2022 wurden 34 Kältetote verzeichnet. In Kärnten kam es am Donnerstag zu einem tödlichen Verkehrsunfall, in Deutschland wird massenweise Schnee erwartet"
"Neue Beschwerdestelle für Fälle von Polizeigewalt startet","https://www.derstandard.at/story/3000000203596/neue-beschwerdestelle-gegen-polizeigewalt-startet?ref=rss","Thu Jan 18 06:50:00 CET 2024","Die Einrichtung nimmt kommenden Montag ihren Dienst auf und ist beim Bundesamt zur Korruptionsprävention und Korruptionsbekämpfung angesiedelt"
"Vogelgrippefall bei privatem Hühnerhalter in Kärnten bestätigt","https://www.derstandard.at/story/3000000203628/vogelgrippefall-bei-privatem-huehnerhalter-in-kaernten-bestaetigt?ref=rss","Thu Jan 18 10:06:56 CET 2024","Fünf Hühner waren laut dem Kärntner Landespressedienst Anfang des Jahres erkrankt. Sie wurden getötet, Kontakt zu anderen Geflügelhaltern habe nicht bestanden"
"Neue Signa-Versteigerung: Jetzt werden auch die Weinflaschen verhökert","https://www.derstandard.at/story/3000000203620/neue-signa-versteigerung-jetzt-werden-auch-die-weinflaschen-verhoekert?ref=rss","Thu Jan 18 09:58:30 CET 2024","Drei Versteigerungen sind bereits länger im Gange, jetzt wird in mehreren zusätzlichen Auktionen weiteres Mobiliar verkauft"
"Signa-Sanierung am seidenen Faden: Kommt die erhoffte Kapitalspritze noch?","https://www.derstandard.at/story/3000000203574/signa-sanierung-am-seidenen-faden-kommt-die-erhoffte-kapitalspritze-noch?ref=rss","Thu Jan 18 09:58:01 CET 2024","350 Millionen, 150 Millionen oder gar kein Zuschuss? Die Kapitalspritzen von Signa-Investoren dürften ausbleiben"
"Bauerndemo in Wien lässt Wogen zwischen ÖVP und FPÖ hochgehen","https://www.derstandard.at/story/3000000203645/bauerndemo-in-wien-laesst-wogen-zwischen-oevp-und-fpoe-hochgehen?ref=rss","Thu Jan 18 11:41:34 CET 2024","Am Freitag soll in Wien eine Protestaktion von Bauern stattfinden. Die FPÖ unterstützt das Vorhaben, die ÖVP ortet Wahlkampfspielchen"
"Wie viel ist die letzte Meile wert? Boten fürchten, unter die Räder zu kommen","https://www.derstandard.at/story/3000000203579/wie-viel-ist-die-letzte-meile-wert-boten-fuerchten-unter-die-raeder-zu-kommen?ref=rss","Thu Jan 18 11:00:00 CET 2024","Sozialpartner ringen um Gehälter der Fahrradkuriere. Freie Dienstverträge und Scheinselbstständigkeit hebeln jede Lösung aus. Über eine Branche, der die Kraft ausgeht"
"Borkenkäfer frisst sich in Deckungsbeiträge von Österreichs Bundesforsten","https://www.derstandard.at/story/3000000203602/borkenkaefer-frisst-sich-in-deckungsbeitraege-von-oesterreichs-bundesforsten?ref=rss","Thu Jan 18 15:00:00 CET 2024","Von den mehr als eine Million Festmetern Schadholz gingen im Vorjahr rund zwei Drittel auf das Konto des Baumschädlings. Die Holzpreise blieben dennoch stabil"
"China kämpft mit Immo-Krise und Folgen der Ein-Kind-Politik","https://www.derstandard.at/story/3000000203568/chinas-konsumenten-halten-sich-zur252ck?ref=rss","Thu Jan 18 13:00:00 CET 2024","Im Jahr des Drachen kämpft China mit vielen Problemen. Der strauchelnde Immo-Konzern Evergrande bindet viele Investments der Bevölkerung. Das drückt die Konsumlaune"
"Investoren erwarten Zinswende, doch der Spielraum dafür ist überschaubar","https://www.derstandard.at/story/3000000203562/spielraum-f252r-zinswende-252berschaubar?ref=rss","Thu Jan 18 11:00:00 CET 2024","Nach den vielen Schritten nach oben wird ein Absenken der Leitzinsen erwartet. Zurück zu einem Niedrigzinsumfeld wird es nicht gehen. Die Kosten für Geld bleiben hoch"
"Kann Niederösterreich mit der Wirtshausprämie das Wirtesterben bremsen?","https://www.derstandard.at/story/3000000203556/kann-niederoesterreich-mit-der-wirtshauspraemie-das-wirtesterben-bremsen?ref=rss","Wed Jan 17 19:01:46 CET 2024","Landwirtshäuser werden rarer, Niederösterreich will gegensteuern. Die Wirteprämie erhält, wer ein traditionelles Gericht auftischt. Der Andrang ist überschaubar"
"Teslas verlieren in den USA den Kampf gegen die Kälte","https://www.derstandard.at/story/3000000203473/teslas-verlieren-in-den-usa-den-kampf-gegen-die-kaelte?ref=rss","Wed Jan 17 14:58:42 CET 2024","Die Supercharger-Stationen können offenbar ab einer gewissen Temperatur keine Autos mehr laden"
"Piranha Bytes: Das Studio hinter ""Gothic"" steht vor der Schließung","https://www.derstandard.at/story/3000000203604/piranha-bytes-das-studio-hinter-gothic-steht-vor-der-schliessung?ref=rss","Thu Jan 18 10:59:44 CET 2024","Angestellte sind seit November in Kurzarbeit, Kündigungen werden ausgesprochen. Ursache dürften die Schwierigkeiten der Embracer Group sein"
"Galaxy S24 vorgestellt und im ersten Kurztest: Eine Prise Apple, sehr viel Google","https://www.derstandard.at/story/3000000203400/galaxy-s24-vorgestellt-und-im-ersten-kurztest-eine-prise-apple-sehr-viel-google?ref=rss","Wed Jan 17 19:00:00 CET 2024","Samsungs neue Top-Smartphones locken mit einer Unzahl an smarten KI-Features, die durchaus nützlich sein könnten. Bei der Hardware gibt es manch umstrittene Entscheidung"
"""Circle to Search"": Wie Google die mobile Suche revolutionieren will","https://www.derstandard.at/story/3000000203424/circle-to-search-wie-google-die-mobile-suche-revolutionieren-will?ref=rss","Wed Jan 17 19:00:00 CET 2024","Das neue Feature soll auf ausgewählten Android-Geräten nach beliebigen Inhalten in allen Apps suchen lassen. Google Lens wird durch KI-generierte Antworten mächtiger"
"Trotz Versprechen: Google löschte Standortdaten mit Bezug zu US-Abtreibungskliniken nicht","https://www.derstandard.at/story/3000000203622/trotz-versprechen-google-loeschte-standortdaten-mit-bezug-zu-us-abtreibungskliniken-nicht?ref=rss","Thu Jan 18 13:59:18 CET 2024","Laut einer Untersuchung bleiben viele Fahrten zu den Einrichtungen nachträglich einsehbar, was für Schwangere ein Risiko darstellt. Google weist die Ergebnisse zurück"
"EU-Kommission nimmt die Tech-Branche im Superwahljahr in die Pflicht","https://www.derstandard.at/story/3000000203670/eu-kommission-nimmt-die-tech-branche-im-superwahljahr-in-die-pflicht?ref=rss","Thu Jan 18 18:04:00 CET 2024","Deepfakes sollen verhindert werden. Gleichzeitig soll die Forschung Zugriff auf wahlrelevante Daten von Google und Co erhalten"
"Von Kanada in die Emirate: Airtags zeigen Reise von gestohlenem SUV","https://www.derstandard.at/story/3000000203470/von-kanada-in-die-emirate-airtags-zeigen-reise-von-gestohlenem-suv?ref=rss","Wed Jan 17 16:00:32 CET 2024","Obwohl der Eigentümer die Behörden mehrfach auf den Standort seines Autos hinweisen konnte, landete es dennoch auf der anderen Seite der Welt"
"VW und Rivalen tüfteln am Super-Akku: Wer gewinnt das Rennen?","https://www.derstandard.at/story/3000000203484/vw-und-rivalen-tuefteln-am-super-akku-wer-gewinnt-das-rennen?ref=rss","Wed Jan 17 10:38:58 CET 2024","Volkswagen braucht neue Partner, Toyota gelang scheinbar Durchbruch, Tesla verhält sich still"
"Ubisoft-Manager: ""Menschen sollten sich daran gewöhnen, Spiele nicht zu besitzen""","https://www.derstandard.at/story/3000000203471/ubisoft-manager-menschen-sollten-sich-daran-gewoehnen-spiele-nicht-zu-besitzen?ref=rss","Wed Jan 17 12:00:00 CET 2024","Zugriff auf etliche Games und Online-Spielstände im Tausch gegen Besitzrechte. Ein fairen Deal, oder?"
"Milliardenstrafe gegen Intel: EU-Kommission droht Niederlage vor EuGH","https://www.derstandard.at/story/3000000203665/milliardenstrafe-gegen-intel-eu-kommission-droht-niederlage-vor-eugh?ref=rss","Thu Jan 18 13:14:12 CET 2024","Gutachten von Generalanwältin empfiehlt vorgebrachte Gründe der Kommission gegen Urteil zurückzuweisen"
"Google kündigt Bericht zufolge weiteren Stellenabbau an","https://www.derstandard.at/story/3000000203597/google-kuendigt-bericht-zufolge-weiteren-stellenabbau-an?ref=rss","Thu Jan 18 07:00:20 CET 2024","Vergangene Woche hatte Google bereits angekündigt, hunderte Stellen in verschiedenen Bereichen zu streichen"
"Noch eine Fahrt auf der Streif: Dreßen beendet Samstag Karriere","https://www.derstandard.at/story/3000000203717/noch-eine-fahrt-auf-der-streif-dressen-beendet-samstag-karriere?ref=rss","Thu Jan 18 16:42:51 CET 2024","Deutscher Streif-Sieger von 2018 kämpft mit körperlichen Beschwerden. Der 30-Jährige gewann insgesamt fünf Weltcup-Abfahrten"
"Blinkowa schlägt Rybakina bei Australian Open in epochalem 22:20-Tiebreak, Alcaraz in der dritten Runde","https://www.derstandard.at/story/3000000203610/zverev-vermeidet-blamage-bei-australian-open-mit-muehe?ref=rss","Thu Jan 18 09:04:24 CET 2024","Zverev musste über fünf Sätze gehen, auch Swiatek tat sich lange schwer"
"Beckenbauer-Gedenkfeier in München wird zum großen Medienevent","https://www.derstandard.at/story/3000000203690/beckenbauer-gedenkfeier-in-muenchen-wird-zum-grossen-medienevent?ref=rss","Thu Jan 18 14:44:52 CET 2024","Zahlreiche Fernsehsender übertragen die Veranstaltung am Freitag, Startenor Jonas Kaufmann singt"
"Fan springt im FA Cup als Schiedsrichter ein: ""Wusste nicht, ob ich feiern durfte""","https://www.derstandard.at/story/3000000203641/fan-springt-im-fa-cup-als-schiedsrichter-ein-wusste-nicht-ob-ich-feiern-durfte?ref=rss","Thu Jan 18 11:17:41 CET 2024","Vierter Offizieller fiel bei Wolverhamptons 3:2-Sieg gegen Brentford in der Verlängerung aus, Ersatz kam von der Tribüne"
"Tennis-Forum+: Winter 2023/24","https://www.derstandard.at/jetzt/livebericht/3000000181787/tennis-forum-sommer-2023?ref=rss","Fri Aug 04 16:24:52 CEST 2023","In diesem Forum+ trifft sich die Tennis-Community von derStandard.at"
"St. Pölten nach 0:1 bei Slavia in CL ohne Aufstiegschance","https://www.derstandard.at/story/3000000203739/st-poelten-nach-01-bei-slavia-in-cl-ohne-aufstiegschance?ref=rss","Thu Jan 18 21:33:12 CET 2024","Khyrova trifft in der 56. Minute entscheidend. Österreichs Meister war offensiv zu harmlos"
"Streif live: Die erste Kitzbühel-Abfahrt im Ticker ab 11.30 Uhr","https://www.derstandard.at/jetzt/livebericht/3000000203689/streif-live-die-erste-kitzbuehel-abfahrt-im-ticker-fr-1130-uhr?ref=rss","Thu Jan 18 14:52:53 CET 2024","Die Topfavoriten heißen Marco Odermatt und Cyprien Sarrazin, der ÖSV ist wieder mit einer größeren Mannschaft am Start"
"Münchner Zoll hielt Arnold Schwarzenegger wegen Luxusuhr fest","https://www.derstandard.at/story/3000000203612/muenchner-zoll-hielt-arnold-schwarzenegger-wegen-luxusuhr-fest?ref=rss","Thu Jan 18 09:50:37 CET 2024","Schwarzenegger hatte den von ihm mitgeführten Zeitmesser nicht deklariert, musste Strafe zahlen und wähnte sich in einer ""Polizeikomödie"""
"Das sind die zehn besten Hotels am Mittelmeer","https://www.derstandard.at/story/3000000203543/das-sind-die-zehn-besten-hotels-am-mittelmeer?ref=rss","Thu Jan 18 09:00:00 CET 2024","Die Bewertungsplattform Holiday Check kürt Unterkünfte, die von Gästen als herausragend bewertet wurden"
"Gault-Millau hat den besten Krapfen Wiens gewählt","https://www.derstandard.at/story/3000000203506/gault-millau-hat-den-besten-krapfen-wiens-gewaehlt?ref=rss","Wed Jan 17 14:55:44 CET 2024","17 Faschingskrapfen aus dem Großraum Wien wurden von einer Jury blind verkostet"
"Overtourism: In einem Monat führt Bali die vieldiskutierte Tourismussteuer ein","https://www.derstandard.at/story/3000000203638/sorge-auf-bali-indonesien-erh246ht-die-vergn252gungssteuer?ref=rss","Thu Jan 18 12:25:27 CET 2024","Die bei Surferinnen und Backpackern beliebte indonesische Urlaubsinsel leidet vielerorts unter dem Massentourismus"
"Antonela & Merlin: ""Das schönste Geschenk ist unser Sohn""","https://www.derstandard.at/story/3000000200245/antonela-merlin-das-schoenste-geschenk-ist-unser-sohn?ref=rss","Thu Jan 18 12:00:00 CET 2024","Die Fotokolumne ""Ein Paar fragen"" gibt spontane Begegnungen wieder. Gefunden und fotografiert von Stefan Joham, protokolliert von Sascha Aumüller"
"Das sind die beliebtesten Reiseziele der Welt 2024","https://www.derstandard.at/story/3000000203458/das-sind-die-beliebtesten-reiseziele-der-welt-2024?ref=rss","Wed Jan 17 12:00:00 CET 2024","More of the same: Tripadvisor kürt mit seinen ""Travelers' Choice Awards Best of the Best"" jene Destinationen, die bei der Community besonders hoch im Kurs stehen"
"Was Batman, Kermit und Pepsi mit Rolex zu tun haben","https://www.derstandard.at/story/3000000203296/was-batman-kermit-und-pepsi-mit-rolex-zu-tun-haben?ref=rss","Wed Jan 17 19:56:29 CET 2024","Wenn es um die Bezeichnung bestimmter Uhrenmodelle von Rolex geht, kennt die Fantasie der Fans keine Grenzen. Ein Überblick über eine spezielle Taxonomie"
"Cristóbal Balenciaga, der rätselhafte Couturier, ist nun Serienstar","https://www.derstandard.at/story/3000000203185/cristobal-balenciaga-der-raetselhafte-couturier-ist-nun-serienstar?ref=rss","Thu Jan 18 09:00:00 CET 2024","Die Serie ""Cristóbal Balenciaga"" auf Disney+ beleuchtet die 30 Jahre währende Karriere des Basken in Paris. Was würde der verstorbene Modedesigner dazu wohl sagen?"
"Mann biss Flugbegleiterin: Flugzeug kehrte auf Tokioter Flughafen zurück","https://www.derstandard.at/story/3000000203524/mann-biss-stewardess-flugzeug-kehrte-auf-tokioter-flughafen-zur252ck?ref=rss","Wed Jan 17 14:56:55 CET 2024","Der beschuldigte, ein betrunkener Passagier aus den USA, erinnert sich ""überhaupt nicht"" an den Vorfall"
"Thomas Maurers fulminant witziger Kafka-Abend zu dessen 100. Todestag","https://www.derstandard.at/story/3000000203693/thomas-maurers-fulminant-witziger-kafka-abend-zu-dessen-100-todestag?ref=rss","Thu Jan 18 16:10:53 CET 2024","Im Wiener Rabenhof liefert Maurer in ""Kafka.Maurer.Komisch."" einen zweistündigen Crashkurs zu dem Prager Dichter. Da stellt sich die Frage: ""Wie kommt man auf so was?"""
"""Poor Things"": Die sinnliche Neugier der Bella Baxter","https://www.derstandard.at/story/3000000203554/poor-things-die-sinnliche-neugier-der-bella-baxter?ref=rss","Thu Jan 18 07:55:31 CET 2024","Yorgos Lanthimos gilt als einer der kuriosesten und erfolgreichsten Regisseure. Sein Neuling ""Poor Things"" mit Emma Stone ist ein schamloses Kinowunder"
"Sex-Choreografie, damit es am Filmset sicher bleibt","https://www.derstandard.at/story/3000000203528/sex-choreografie-damit-es-am-filmset-sicher-bleibt?ref=rss","Thu Jan 18 09:44:07 CET 2024","Den Job der Intimitätskoordination gibt es nicht nur beim Oscar-Favoriten ""Poor Things"", sondern inzwischen auch hierzulande. Was es damit auf sich hat"
"Leonard Bernsteins ""Candide"" als schrillste aller Welten","https://www.derstandard.at/story/3000000203740/leonard-bernsteins-candide-als-schrillste-aller-welten?ref=rss","Thu Jan 18 22:28:05 CET 2024","""Candide"" im Museumsquartier: Lydia Steier inszeniert für das Musiktheater an der Wien eine grelle Farce, die das allzu Deftige mit dem Kurzweiligen verbindet."
"Wie Spaniens rechte Politik gegen die Kunstfreiheit vorgeht","https://www.derstandard.at/story/3000000203651/wie-spaniens-rechte-politik-gegen-die-kunstfreiheit-vorgeht?ref=rss","Thu Jan 18 14:13:49 CET 2024","Nach dem Rechtsruck bei den Regionalwahlen 2023 steht Spaniens Kulturszene unter Druck. Kürzungen und Zensur nehmen zu, sie betreffen vor allem progressive Strömungen"
"Nach Rassismusvorwurf kaum Änderungen in Neuauflage von Monika Grubers Buch","https://www.derstandard.at/story/3000000203621/monika-gruber-wies-kritik-an-buch-erneut-zur252ck?ref=rss","Thu Jan 18 09:56:06 CET 2024","Geringfügige Anpassungen sollen die aufgeheizte Diskussion beruhigen. Grubers Anwalt weist den Rassismusvorwurf weiterhin zurück"
"Applaus für das Klangforum Wien und seinen Gründer Beat Furrer","https://www.derstandard.at/story/3000000203694/applaus-fuer-das-klangforum-wien-und-seinen-gruender-beat-furrer?ref=rss","Thu Jan 18 15:56:19 CET 2024","Im Mozartsaal des Konzerthauses rückte der gebürtige Schweizer am Mittwoch vier Werke aus eigener Feder in ein effektvolles Licht"
"Künstlerin Valie Export gründet Stiftung zum Erhalt ihres Werks","https://www.derstandard.at/story/3000000203680/kuenstlerin-valie-export-gruendet-stiftung-zum-erhalt-ihres-werks?ref=rss","Thu Jan 18 14:24:48 CET 2024","Erforschung und internationale Positionierung des Oeuvres der Künstlerin werden als weitere Ziele formuliert"
"Harald Vilimsky in der ""ZiB 2"": Was sind Lösungen, wenn es um Stimmung geht?","https://www.derstandard.at/story/3000000203598/harald-vilimsky-in-der-zib-2-was-sind-loesungen-wenn-es-um-stimmung-geht?ref=rss","Thu Jan 18 09:49:39 CET 2024","Der FPÖ-EU-Spitzenkandidat und Trump-Fan Harald Vilimsky konnte nicht erklären, wie genau er das FPÖ-Mantra des ""Asylstopps"" umsetzen würde"
"Servus-TV-Moderator Michael Fleischhacker redet mit ""News""","https://www.derstandard.at/story/3000000203489/servus-tv-moderator-michael-fleischhacker-redet-mit-news?ref=rss","Thu Jan 18 12:00:00 CET 2024","Gespräche mit VGN-Boss Horst Pirker könnten in regelmäßige Beiträge für das Magazin münden, aber ""nichts ist fix"". Medienmenschen 2024, Teil 49"
"Van-der-Bellen-Porträt im ORF: Das ""klassisch linke"" Oberhaupt","https://www.derstandard.at/story/3000000203701/van-der-bellen-portraet-im-orf-das-klassisch-linke-oberhaupt?ref=rss","Thu Jan 18 15:36:03 CET 2024","""Alexander Van der Bellen – Vom Flüchtlingskind zum Präsidenten"" führt durch sein Leben und zeigt, wie er zum Amt des Staatsoberhaupts kam – Donnerstag, 21.05 Uhr, ORF 2"
"Erstmals mehr Werbung bei Tiktok, Insta und Google als bei Medien","https://www.derstandard.at/story/3000000203660/erstmals-mehr-werbung-bei-tiktok-insta-google-als-bei-medien?ref=rss","Thu Jan 18 14:16:34 CET 2024","Werbebuchungen aus Österreich bei den Digitalkonzernen überflügelten mit einem Plus von zehn Prozent die klassischen Medien mit 2,4 Prozent Rückgang"
"""Positiv Verrückter"": Ex-ORF-Sportchef Hans Huber wird 80 Jahre alt","https://www.derstandard.at/story/3000000203619/positiv-verrueckter-ex-orf-sportchef-hans-huber-wird-80-jahre-alt?ref=rss","Thu Jan 18 09:49:19 CET 2024","Über 40 Jahre lang prägte der Wiener das Bild des ORF-Sports: ""Das war mein Leben – und ist es auch noch immer"""
"SRG-Chef tritt wegen Volksabstimmung für weniger Rundfunkgebühren zurück","https://www.derstandard.at/story/3000000203639/srg-chef-tritt-wegen-volksabstimmung-fuer-weniger-rundfunkgebuehren-zurueck?ref=rss","Thu Jan 18 12:14:50 CET 2024","Gilles Marchand geht wegen des Zeitplans vorzeitig. Die ""Halbierungsinitiative"" fordert eine Senkung des Rundfunkbeitrags in der Schweiz auf 200 Franken pro Jahr"
"""Birnenkuchen mit Lavendel"" und ""Beckenbauer"": TV-Tipps für Donnerstag","https://www.derstandard.at/story/3000000203553/birnenkuchen-mit-lavendel-und-beckenbauer-tv-tipps-fuer-donnerstag?ref=rss","Thu Jan 18 06:00:00 CET 2024","Außerdem eine Reportage über kriminelle Welpenhändler und eine Dokumentation über Jubilar Alexander Van der Bellen"
"Psychologe: ""Die Freiheit der Therapie ist essenziell""","https://www.derstandard.at/story/3000000203422/psychologe-die-freiheit-der-therapie-ist-essenziell?ref=rss","Thu Jan 18 13:58:56 CET 2024","Günter Schiepek hat das Synergetische Navigationssystem entworfen. Es stellt dar, ob eine Psychotherapie Fortschritte bringt und wie sie optimiert werden kann"
"Warum Männer (zumeist) einen besseren Orientierungssinn als Frauen haben","https://www.derstandard.at/story/3000000203519/warum-maenner-zumeist-einen-besseren-orientierungssinn-als-frauen-haben?ref=rss","Thu Jan 18 06:00:00 CET 2024","Unterschiede im Orientierungsvermögen zwischen den Geschlechtern sind gut dokumentiert. Sind sie Ergebnis einer evolutionären Anpassung oder doch kulturell bedingt?"
"Erdgroßer Exoplanet um sonnenähnlichen Stern entdeckt","https://www.derstandard.at/story/3000000203521/erdgrosser-exoplanet-um-sonnenaehnlichen-stern-entdeckt?ref=rss","Thu Jan 18 12:00:00 CET 2024","Für die Entstehung von Leben ist diese Welt dennoch denkbar ungeeignet: Eine Hälfte ist von einem Lavaozean bedeckt, die andere verharrt in ewiger Dunkelheit"
"Fünf ""Proof of concept""-Förderpreise des ERC gehen nach Österreich","https://www.derstandard.at/story/3000000203692/fuenf-proof-of-concept-foerderpreise-des-erc-gehen-nach-oesterreich?ref=rss","Thu Jan 18 16:01:22 CET 2024","Preise werden für die Weiterentwicklung von Forschungsergebnissen in Richtung Markt vergeben"
"Kein Bock auf Süden: Wenn Zugvögel auf den Langstreckenflug pfeifen","https://www.derstandard.at/story/3000000203465/kein-bock-auf-sueden-wenn-zugvoegel-auf-den-langstreckenflug-pfeifen?ref=rss","Thu Jan 18 09:00:00 CET 2024","Zugvögel ändern zusehends ihr Flugverhalten, wie Störche im winterlichen Österreich beweisen. Daraus folgen Kämpfe um Nistplätze und verschärfte Muschel-Invasionen"
"Private Mission zur ISS musste verschoben werden","https://www.derstandard.at/story/3000000203632/private-mission-zur-iss-musste-verschoben-werden?ref=rss","Thu Jan 18 10:58:10 CET 2024","Der Start der vierköpfigen Besatzung zur Internationalen Raumstation ist nun für Donnerstagabend vorgesehen"
"Warum Salz gegen Glatteis hilft","https://www.derstandard.at/story/3000000203533/warum-salz-gegen-glatteis-hilft?ref=rss","Wed Jan 17 19:04:01 CET 2024","In der Nacht auf Donnerstag kann es in Wien stellenweise wieder glatt werden. Was gestreut wird und warum man theoretisch auch Zucker statt Salz verwenden könnte"
"Psychiaterin: ""Niemand sucht sich aus, suchtkrank zu werden""","https://www.derstandard.at/story/3000000203134/psychiaterin-niemand-sucht-sich-aus-suchtkrank-zu-werden?ref=rss","Wed Jan 17 12:00:00 CET 2024","Egal ob man esssüchtig ist oder heroinabhängig: Suchtkranke werden stigmatisiert. Dabei kann man die psychische Erkrankung nicht einfach mit Willenskraft bekämpfen, erklärt die Psychiaterin Gabriele Fischer"
"Corona: Impfung rettete in Österreich bis März 2023 rund 25.000 Leben","https://www.derstandard.at/story/3000000203532/corona-impfung-rettete-in-oesterreich-bis-maerz-2023-rund-25000-leben?ref=rss","Wed Jan 17 15:53:38 CET 2024","Laut WHO-Studie konnten in Europa sogar 1,4 Millionen Todesfälle verhindert werden. Am meisten profitierten jene Menschen, die zumindest drei Impfungen haben"
"Vielen Jugendlichen geht es nicht gut – doch sie wissen nicht, wo sie Hilfe bekommen","https://www.derstandard.at/story/3000000203321/vielen-jugendlichen-geht-es-nicht-gut-doch-sie-wissen-nicht-wo-sie-hilfe-bekommen?ref=rss","Tue Jan 16 17:42:55 CET 2024","Besorgniserregend viele junge Menschen denken über Suizid nach, aber die meisten von ihnen haben noch nie von Hilfsangeboten gehört, zeigt eine Studie. Eine Initiative will das ändern"
"Zahl der Tabaknutzenden sinkt laut WHO weltweit, Rückgang in Europa langsamer","https://www.derstandard.at/story/3000000203371/zahl-der-tabaknutzenden-sinkt-laut-who-weltweit-rueckgang-in-europa-langsamer?ref=rss","Tue Jan 16 14:34:38 CET 2024","Der Weltgesundheitsorganisation zufolge nutzen aktuell rund 1,25 Milliarden Menschen weltweit Tabak. Europa bereitet Sorgen"
"Die Signa Holding – ein Milliardenkonzern ohne geprüfte Bilanz?","https://www.derstandard.at/story/3000000203244/die-signa-holding-8211-ein-milliardenkonzern-ohne-gepr252ften-abschluss?ref=rss","Tue Jan 16 11:42:58 CET 2024","Die Gesellschaft war im Firmenbuch als ""kleine GmbH"" eingetragen und galt laut den Verantwortlichen nicht als Konzernmutter"
"Warum die verspäteten Signa-Bilanzen gegen Wettbewerbsrecht verstoßen","https://www.derstandard.at/story/3000000203243/sp228te-bilanzen-sind-wettbewerbswidrig?ref=rss","Wed Jan 17 14:13:27 CET 2024","Der Signa-Konzern hat seine Jahresabschlüsse zu spät vorgelegt. Nun werden schärfere Konsequenzen bei Nichtoffenlegung diskutiert. Bis dahin könnte das Lauterkeitsrecht Abhilfe schaffen"
"Skigebiet haftet für in stillstehendem Sessellift erlittene Erfrierungen","https://www.derstandard.at/story/3000000202975/skigebiet-haftet-fuer-auf-stillstehendem-sessellift-erlittene-erfrierungen?ref=rss","Sun Jan 14 10:00:00 CET 2024","Aufgrund starker Sturmböen und Blitzeisbildung konnte der Lift seine Fahrt rund eine Stunde lang nicht fortsetzen. Zwei Frauen erhalten laut dem Obersten Gerichtshof Schadenersatz"
"Warum Unternehmensrichtlinien in der Praxis oft ungültig sind","https://www.derstandard.at/story/3000000202957/warum-unternehmensrichtlinien-in-der-praxis-oft-ungueltig-sind?ref=rss","Sat Jan 13 13:00:00 CET 2024","Interne Regeln für Mitarbeiterinnen und Mitarbeiter gibt es in fast jedem Konzern. In der Praxis gibt es dabei jedoch immer wieder Probleme"
